V1,V2
2007-03-26 16:56:00,469.33
2007-03-26 16:57:00,469.33
2007-03-26 16:58:00,469.33
2007-03-26 16:59:00,469.33
2007-03-26 17:00:00,469.33
2007-03-27 09:30:00,466.15
2007-03-27 09:31:00,466.6
2007-03-27 09:32:00,466.96
2007-03-27 09:33:00,466.78
2007-03-27 09:34:00,466.69
2007-03-27 09:35:00,466.6
2007-03-27 09:36:00,466.69
2007-03-27 09:37:00,466.96
2007-03-27 09:38:00,467.33
2007-03-27 09:39:00,467.24
2007-03-27 09:40:00,467.33
2007-03-27 09:41:00,467.51
2007-03-27 09:42:00,467.6
2007-03-27 09:43:00,467.69
2007-03-27 09:44:00,467.87
2007-03-27 09:45:00,468.6
2007-03-27 09:46:00,468.79
2007-03-27 09:47:00,468.6
2007-03-27 09:48:00,468.79
2007-03-27 09:49:00,468.88
2007-03-27 09:50:00,468.97
2007-03-27 09:51:00,468.97
2007-03-27 09:52:00,469.33
2007-03-27 09:53:00,469.15
2007-03-27 09:54:00,468.79
2007-03-27 09:55:00,468.79
2007-03-27 09:56:00,468.51
2007-03-27 09:57:00,468.42
2007-03-27 09:58:00,468.97
2007-03-27 09:59:00,468.69
2007-03-27 10:00:00,468.6
2007-03-27 10:01:00,469.06
2007-03-27 10:02:00,467.78
2007-03-27 10:03:00,468.69
2007-03-27 10:04:00,469.42
2007-03-27 10:05:00,469.97
2007-03-27 10:06:00,469.51
2007-03-27 10:07:00,469.33
2007-03-27 10:08:00,469.06
2007-03-27 10:09:00,468.42
2007-03-27 10:10:00,467.87
2007-03-27 10:11:00,467.97
2007-03-27 10:12:00,467.78
2007-03-27 10:13:00,467.78
2007-03-27 10:14:00,467.78
2007-03-27 10:15:00,467.69
2007-03-27 10:16:00,468.24
2007-03-27 10:17:00,468.33
2007-03-27 10:18:00,467.78
2007-03-27 10:19:00,467.97
2007-03-27 10:20:00,468.24
2007-03-27 10:21:00,468.15
2007-03-27 10:22:00,467.6
2007-03-27 10:23:00,467.42
2007-03-27 10:24:00,467.24
2007-03-27 10:25:00,467.97
2007-03-27 10:26:00,467.78
2007-03-27 10:27:00,467.78
2007-03-27 10:28:00,467.87
2007-03-27 10:29:00,467.6
2007-03-27 10:30:00,467.69
2007-03-27 10:31:00,467.42
2007-03-27 10:32:00,466.69
2007-03-27 10:33:00,467.06
2007-03-27 10:34:00,467.15
2007-03-27 10:35:00,467.15
2007-03-27 10:36:00,467.33
2007-03-27 10:37:00,467.51
2007-03-27 10:38:00,467.6
2007-03-27 10:39:00,467.69
2007-03-27 10:40:00,467.42
2007-03-27 10:41:00,467.51
2007-03-27 10:42:00,467.15
2007-03-27 10:43:00,467.24
2007-03-27 10:44:00,467.06
2007-03-27 10:45:00,467.24
2007-03-27 10:46:00,467.06
2007-03-27 10:47:00,467.06
2007-03-27 10:48:00,466.96
2007-03-27 10:49:00,466.87
2007-03-27 10:50:00,466.69
2007-03-27 10:51:00,466.6
2007-03-27 10:52:00,466.69
2007-03-27 10:53:00,467.15
2007-03-27 10:54:00,466.87
2007-03-27 10:55:00,467.15
2007-03-27 10:56:00,466.96
2007-03-27 10:57:00,467.06
2007-03-27 10:58:00,467.06
2007-03-27 10:59:00,467.15
2007-03-27 11:00:00,467.51
2007-03-27 11:01:00,466.8
2007-03-27 11:02:00,466.87
2007-03-27 11:03:00,466.51
2007-03-27 11:04:00,466.96
2007-03-27 11:05:00,467.06
2007-03-27 11:06:00,467.15
2007-03-27 11:07:00,467.24
2007-03-27 11:08:00,467.24
2007-03-27 11:09:00,467.06
2007-03-27 11:10:00,466.69
2007-03-27 11:11:00,466.51
2007-03-27 11:12:00,466.51
2007-03-27 11:13:00,466.51
2007-03-27 11:14:00,466.51
2007-03-27 11:15:00,466.87
2007-03-27 11:16:00,466.51
2007-03-27 11:17:00,466.33
2007-03-27 11:18:00,466.16
2007-03-27 11:19:00,466.15
2007-03-27 11:20:00,466.05
2007-03-27 11:21:00,466.42
2007-03-27 11:22:00,465.87
2007-03-27 11:23:00,465.78
2007-03-27 11:24:00,465.87
2007-03-27 11:25:00,465.69
2007-03-27 11:26:00,465.6
2007-03-27 11:27:00,465.6
2007-03-27 11:28:00,465.51
2007-03-27 11:29:00,465.77
2007-03-27 11:30:00,465.51
2007-03-27 11:31:00,465.42
2007-03-27 11:32:00,465.51
2007-03-27 11:33:00,465.78
2007-03-27 11:34:00,466.05
2007-03-27 11:35:00,466.24
2007-03-27 11:36:00,466.6
2007-03-27 11:37:00,466.33
2007-03-27 11:38:00,466.51
2007-03-27 11:39:00,466.6
2007-03-27 11:40:00,466.69
2007-03-27 11:41:00,466.78
2007-03-27 11:42:00,466.78
2007-03-27 11:43:00,466.6
2007-03-27 11:44:00,466.6
2007-03-27 11:45:00,466.87
2007-03-27 11:46:00,467.01
2007-03-27 11:47:00,467.24
2007-03-27 11:48:00,466.87
2007-03-27 11:49:00,466.69
2007-03-27 11:50:00,466.69
2007-03-27 11:51:00,466.69
2007-03-27 11:52:00,466.6
2007-03-27 11:53:00,466.78
2007-03-27 11:54:00,466.78
2007-03-27 11:55:00,466.78
2007-03-27 11:56:00,466.96
2007-03-27 11:57:00,466.87
2007-03-27 11:58:00,466.96
2007-03-27 11:59:00,467.33
2007-03-27 12:00:00,467.4
2007-03-27 12:01:00,466.96
2007-03-27 12:02:00,466.87
2007-03-27 12:03:00,466.96
2007-03-27 12:04:00,466.78
2007-03-27 12:05:00,466.6
2007-03-27 12:06:00,466.87
2007-03-27 12:07:00,467.42
2007-03-27 12:08:00,467.69
2007-03-27 12:09:00,467.87
2007-03-27 12:10:00,468.06
2007-03-27 12:11:00,467.97
2007-03-27 12:12:00,467.87
2007-03-27 12:13:00,467.83
2007-03-27 12:14:00,467.51
2007-03-27 12:15:00,467.33
2007-03-27 12:16:00,467.25
2007-03-27 12:17:00,467.26
2007-03-27 12:18:00,467.33
2007-03-27 12:19:00,466.87
2007-03-27 12:20:00,466.96
2007-03-27 12:21:00,466.51
2007-03-27 12:22:00,466.46
2007-03-27 12:23:00,466.42
2007-03-27 12:24:00,466.51
2007-03-27 12:25:00,466.33
2007-03-27 12:26:00,466.33
2007-03-27 12:27:00,465.69
2007-03-27 12:28:00,465.96
2007-03-27 12:29:00,466.33
2007-03-27 12:30:00,466.33
2007-03-27 12:31:00,466.33
2007-03-27 12:32:00,466.6
2007-03-27 12:33:00,466.56
2007-03-27 12:34:00,466.96
2007-03-27 12:35:00,466.69
2007-03-27 12:36:00,466.69
2007-03-27 12:37:00,466.78
2007-03-27 12:38:00,466.51
2007-03-27 12:39:00,466.42
2007-03-27 12:40:00,466.24
2007-03-27 12:41:00,466.24
2007-03-27 12:42:00,465.96
2007-03-27 12:43:00,465.78
2007-03-27 12:44:00,465.24
2007-03-27 12:45:00,465.14
2007-03-27 12:46:00,465.05
2007-03-27 12:47:00,465.24
2007-03-27 12:48:00,465.42
2007-03-27 12:49:00,465.6
2007-03-27 12:50:00,465.6
2007-03-27 12:51:00,465.51
2007-03-27 12:52:00,465.51
2007-03-27 12:53:00,465.6
2007-03-27 12:54:00,465.51
2007-03-27 12:55:00,465.24
2007-03-27 12:56:00,465.14
2007-03-27 12:57:00,465.14
2007-03-27 12:58:00,465.42
2007-03-27 12:59:00,465.6
2007-03-27 13:00:00,465.6
2007-03-27 13:01:00,465.78
2007-03-27 13:02:00,466.06
2007-03-27 13:03:00,466.13
2007-03-27 13:04:00,466.24
2007-03-27 13:05:00,466.86
2007-03-27 13:06:00,466.96
2007-03-27 13:07:00,467.06
2007-03-27 13:08:00,467.24
2007-03-27 13:09:00,467.24
2007-03-27 13:10:00,467.15
2007-03-27 13:11:00,467.08
2007-03-27 13:12:00,466.6
2007-03-27 13:13:00,466.51
2007-03-27 13:14:00,466.24
2007-03-27 13:15:00,466.15
2007-03-27 13:16:00,465.6
2007-03-27 13:17:00,465.51
2007-03-27 13:18:00,465.51
2007-03-27 13:19:00,465.51
2007-03-27 13:20:00,465.42
2007-03-27 13:21:00,465.6
2007-03-27 13:22:00,465.6
2007-03-27 13:23:00,465.42
2007-03-27 13:24:00,465.33
2007-03-27 13:25:00,465.42
2007-03-27 13:26:00,465.33
2007-03-27 13:27:00,465.24
2007-03-27 13:28:00,465.33
2007-03-27 13:29:00,465.24
2007-03-27 13:30:00,465.33
2007-03-27 13:31:00,465.19
2007-03-27 13:32:00,465.14
2007-03-27 13:33:00,465.05
2007-03-27 13:34:00,464.96
2007-03-27 13:35:00,465.14
2007-03-27 13:36:00,465.42
2007-03-27 13:37:00,465.42
2007-03-27 13:38:00,465.33
2007-03-27 13:39:00,465.33
2007-03-27 13:40:00,465.24
2007-03-27 13:41:00,465.24
2007-03-27 13:42:00,465.33
2007-03-27 13:43:00,465.14
2007-03-27 13:44:00,465.33
2007-03-27 13:45:00,465.42
2007-03-27 13:46:00,465.51
2007-03-27 13:47:00,465.51
2007-03-27 13:48:00,465.33
2007-03-27 13:49:00,465.6
2007-03-27 13:50:00,465.51
2007-03-27 13:51:00,465.69
2007-03-27 13:52:00,465.6
2007-03-27 13:53:00,465.6
2007-03-27 13:54:00,465.6
2007-03-27 13:55:00,465.87
2007-03-27 13:56:00,465.78
2007-03-27 13:57:00,465.6
2007-03-27 13:58:00,465.24
2007-03-27 13:59:00,465.05
2007-03-27 14:00:00,465.05
2007-03-27 14:01:00,464.87
2007-03-27 14:02:00,464.69
2007-03-27 14:03:00,464.69
2007-03-27 14:04:00,464.23
2007-03-27 14:05:00,464.41
2007-03-27 14:06:00,464.78
2007-03-27 14:07:00,464.96
2007-03-27 14:08:00,464.78
2007-03-27 14:09:00,464.87
2007-03-27 14:10:00,464.68
2007-03-27 14:11:00,465.05
2007-03-27 14:12:00,465.14
2007-03-27 14:13:00,465.21
2007-03-27 14:14:00,465.41
2007-03-27 14:15:00,465.59
2007-03-27 14:16:00,465.5
2007-03-27 14:17:00,465.41
2007-03-27 14:18:00,465.41
2007-03-27 14:19:00,465.4
2007-03-27 14:20:00,465.4
2007-03-27 14:21:00,465.68
2007-03-27 14:22:00,465.58
2007-03-27 14:23:00,465.54
2007-03-27 14:24:00,465.58
2007-03-27 14:25:00,465.31
2007-03-27 14:26:00,465.58
2007-03-27 14:27:00,465.31
2007-03-27 14:28:00,464.85
2007-03-27 14:29:00,464.94
2007-03-27 14:30:00,464.58
2007-03-27 14:31:00,464.85
2007-03-27 14:32:00,465.12
2007-03-27 14:33:00,465.39
2007-03-27 14:34:00,465.57
2007-03-27 14:35:00,465.48
2007-03-27 14:36:00,465.56
2007-03-27 14:37:00,465.57
2007-03-27 14:38:00,465.57
2007-03-27 14:39:00,465.57
2007-03-27 14:40:00,465.48
2007-03-27 14:41:00,465.39
2007-03-27 14:42:00,465.3
2007-03-27 14:43:00,465.2
2007-03-27 14:44:00,465.2
2007-03-27 14:45:00,465.2
2007-03-27 14:46:00,465.2
2007-03-27 14:47:00,465.11
2007-03-27 14:48:00,465.11
2007-03-27 14:49:00,465.18
2007-03-27 14:50:00,465.11
2007-03-27 14:51:00,465.2
2007-03-27 14:52:00,465.29
2007-03-27 14:53:00,465.29
2007-03-27 14:54:00,465.47
2007-03-27 14:55:00,465.47
2007-03-27 14:56:00,465.74
2007-03-27 14:57:00,465.83
2007-03-27 14:58:00,466.1
2007-03-27 14:59:00,465.83
2007-03-27 15:00:00,466.01
2007-03-27 15:01:00,465.83
2007-03-27 15:02:00,465.92
2007-03-27 15:03:00,465.55
2007-03-27 15:04:00,465.55
2007-03-27 15:05:00,465.46
2007-03-27 15:06:00,465.55
2007-03-27 15:07:00,465.55
2007-03-27 15:08:00,465.73
2007-03-27 15:09:00,465.91
2007-03-27 15:10:00,465.91
2007-03-27 15:11:00,465.91
2007-03-27 15:12:00,465.82
2007-03-27 15:13:00,466.18
2007-03-27 15:14:00,466.27
2007-03-27 15:15:00,466
2007-03-27 15:16:00,465.81
2007-03-27 15:17:00,465.91
2007-03-27 15:18:00,465.9
2007-03-27 15:19:00,465.9
2007-03-27 15:20:00,465.81
2007-03-27 15:21:00,465.7
2007-03-27 15:22:00,465.63
2007-03-27 15:23:00,465.55
2007-03-27 15:24:00,465.64
2007-03-27 15:25:00,465.64
2007-03-27 15:26:00,465.83
2007-03-27 15:27:00,465.85
2007-03-27 15:28:00,465.9
2007-03-27 15:29:00,465.8
2007-03-27 15:30:00,465.8
2007-03-27 15:31:00,465.89
2007-03-27 15:32:00,465.98
2007-03-27 15:33:00,466.35
2007-03-27 15:34:00,465.98
2007-03-27 15:35:00,465.98
2007-03-27 15:36:00,466.62
2007-03-27 15:37:00,466.71
2007-03-27 15:38:00,466.53
2007-03-27 15:39:00,466.34
2007-03-27 15:40:00,465.8
2007-03-27 15:41:00,465.61
2007-03-27 15:42:00,465.34
2007-03-27 15:43:00,465.52
2007-03-27 15:44:00,465.25
2007-03-27 15:45:00,465.52
2007-03-27 15:46:00,465.52
2007-03-27 15:47:00,465.43
2007-03-27 15:48:00,465.24
